Fecha,Hora,Bosque,Codigo_vuelo_dia,Codigo_Vuelos,Orden_vuelo,Polinizador,Codigo_captura,sexo,Planta_vistada,"coord_cuadra(x,y)",observaciones,x_geo,y_geo
24/05/20,11:30:00,2,9,,9,Bombus pascuorum,,,Ajuga reptans,"16,23",,,
24/05/20,11:30:00,2,9,,10,Bombus pascuorum,,,Ajuga reptans,"16,23",,,
24/05/20,11:30:00,2,9,,11,Bombus pascuorum,,,Ajuga reptans,"16,23",,,
24/05/20,11:30:00,2,9,,12,Bombus pascuorum,,,Ajuga reptans,"16,23",,,
24/05/20,11:30:00,2,9,,13,Bombus pascuorum,,,Ajuga reptans,"15,19",,,
24/05/20,11:30:00,2,9,,14,Bombus pascuorum,,,Ajuga reptans,"14,19",,,
24/05/20,11:30:00,2,9,,15,Bombus pascuorum,,,Ajuga reptans,"14,19",,,
24/05/20,11:30:00,2,9,,16,Bombus pascuorum,,,Vicia pyrenaica,"14,19",,,
24/05/20,11:30:00,2,9,,17,Bombus pascuorum,,,Vicia pyrenaica,"14,20",,,
24/05/20,11:30:00,2,9,,18,Bombus pascuorum,,,Ajuga reptans,"12,21",,,
24/05/20,11:30:00,2,9,,19,Bombus pascuorum,,,Vicia pyrenaica,"11,24",,,
24/05/20,11:30:00,2,9,,20,Bombus pascuorum,,,Vicia pyrenaica,"11,24",,,
24/05/20,11:30:00,2,9,,21,Bombus pascuorum,,,Vicia pyrenaica,"11,24",,,
24/05/20,11:30:00,2,9,,22,Bombus pascuorum,,,Vicia pyrenaica,"11,24",,,
24/05/20,11:30:00,2,9,,23,Bombus pascuorum,,,Vicia pyrenaica,"11,24",,,
24/05/20,11:30:00,2,9,,24,Bombus pascuorum,,,Vicia pyrenaica,"10,23",,,
24/05/20,11:30:00,2,9,,25,Bombus pascuorum,,,Vicia pyrenaica,"10,23",,,
24/05/20,11:30:00,2,9,,26,Bombus pascuorum,,,Vicia pyrenaica,"10,23",,,
24/05/20,11:30:00,2,9,,27,Bombus pascuorum,,,Vicia pyrenaica,"10,23",,,
24/05/20,11:30:00,2,9,,28,Bombus pascuorum,,,Vicia pyrenaica,"10,23",,,
24/05/20,11:30:00,2,9,,29,Bombus pascuorum,,,Vicia pyrenaica,"10,24",,,
24/05/20,11:30:00,2,9,,30,Bombus pascuorum,,,Vicia pyrenaica,"10,24",,,
24/05/20,11:30:00,2,9,,31,Bombus pascuorum,,,Vicia pyrenaica,"10,24",,,
24/05/20,11:30:00,2,9,,32,Bombus pascuorum,,,Vicia pyrenaica,"10,24",,,
24/05/20,11:30:00,2,9,,33,Bombus pascuorum,,,Vicia pyrenaica,"10,24",,,
24/05/20,11:30:00,2,9,,34,Bombus pascuorum,,,Vicia pyrenaica,"9,24",,,
24/05/20,11:30:00,2,9,,35,Bombus pascuorum,,,Vicia pyrenaica,"9,24",,,
24/05/20,11:32:00,2,10,121,1,Bombus pascuorum,,,Ajuga reptans,"17,24",,-2.8105447900,43.0781175000
24/05/20,11:32:00,2,10,,2,Bombus pascuorum,,,Vicia pyrenaica,"17,24",,,
24/05/20,11:32:00,2,10,,3,Bombus pascuorum,,,Vicia pyrenaica,"17,24",,,
24/05/20,11:32:00,2,10,,4,Bombus pascuorum,,,Vicia pyrenaica,"18,24",,,
26/05/20,10:33,4,1,122,1,?= S6,,,Potentilla erecta,"22,04",,,
26/05/20,10:33,4,1,,2,?= S6,,,Potentilla erecta,"22,04",,,
26/05/20,10:33,4,1,,3,?= S6,,,Potentilla erecta,"22,04",,,
26/05/20,10:33,4,1,,4,?= S6,,,Potentilla erecta,"21,04",,,
26/05/20,10:35,4,2,123,1,Sphaerophoria scripta,,,Potentilla erecta,"22,04",,,
26/05/20,10:35,4,2,,2,Sphaerophoria scripta,,,Potentilla erecta,"22,04",,,
26/05/20,10:35,4,2,,3,Sphaerophoria scripta,,,Potentilla erecta,"22,04",,,
26/05/20,10:35,4,2,,4,Sphaerophoria scripta,,,Potentilla erecta,"22,04",,,
26/05/20,10:40,4,3,124,1,Sphaerophoria scripta,,,Potentilla erecta,"13,20",,,
26/05/20,10:40,4,3,,2,Sphaerophoria scripta,,,Polygala vulgaris,"13,20",,,
26/05/20,10:40,4,3,,3,Sphaerophoria scripta,,,Potentilla erecta,"13,20",,,
26/05/20,10:40,4,3,,4,Sphaerophoria scripta,,,Potentilla erecta,"13,20",,,
26/05/20,10:40,4,3,,5,Sphaerophoria scripta,,,Polygala vulgaris,"14,20",,,
26/05/20,10:40,4,3,,6,Sphaerophoria scripta,,,Potentilla erecta,"14,20",,,
26/05/20,10:45,4,4,125,1,Sphaerophoria scripta,,,Potentilla erecta,"8,20",,,
26/05/20,10:45,4,4,,2,Sphaerophoria scripta,,,Potentilla erecta,"7,20",,,
26/05/20,10:45,4,4,,3,Sphaerophoria scripta,,,Potentilla erecta,"7,19",,,
26/05/20,10:45,4,4,,4,Sphaerophoria scripta,,,Potentilla erecta,"7,19",,,
26/05/20,10:45,4,4,,5,Sphaerophoria scripta,,,Potentilla erecta,"7,19",,,
26/05/20,10:45,4,4,,6,Sphaerophoria scripta,,,Potentilla erecta,"7,19",,,
26/05/20,10:50,4,5,126,1,Sphaerophoria scripta,,,Potentilla erecta,"5,20",,,
26/05/20,10:50,4,5,,2,Sphaerophoria scripta,,,Potentilla erecta,"5,20",,,
26/05/20,10:50,4,5,,3,Sphaerophoria scripta,,,Potentilla erecta,"5,20",,,
26/05/20,10:50,4,5,,4,Sphaerophoria scripta,,,Potentilla erecta,"5,20",,,
26/05/20,10:50,4,5,,5,Sphaerophoria scripta,,,Potentilla erecta,"5,20",,,
26/05/20,11:05,4,6,127,1,Sphaerophoria scripta,,,Potentilla erecta,"14,21",,,
26/05/20,11:05,4,6,,2,Sphaerophoria scripta,,,Potentilla erecta,"14,21",,,
26/05/20,11:05,4,6,,3,Sphaerophoria scripta,,,Potentilla erecta,"14,21",,,
26/05/20,11:20,4,7,128,1,Sphaerophoria scripta,,,Potentilla erecta,"18,22",,,
26/05/20,11:20,4,7,,2,Sphaerophoria scripta,,,Potentilla erecta,"18,22",,,
26/05/20,12:50,4,8,129,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"21,08",,,
26/05/20,12:50,4,8,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"21,08",,,
26/05/20,12:50,4,8,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"21,08",,,
26/05/20,12:50,4,8,,4,Sphaerophoria scripta,,Hembra,Potentilla erecta,"21,08",,,
26/05/20,12:50,4,8,,5,Sphaerophoria scripta,,Hembra,Potentilla erecta,"20,08",,,
26/05/20,12:52,4,9,130,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"22,09",,,
26/05/20,12:52,4,9,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"21,09",,,
26/05/20,12:52,4,9,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"21,09",,,
26/05/20,12:52,4,9,,4,Sphaerophoria scripta,,Hembra,Potentilla erecta,"22,08",,,
26/05/20,13:00,4,10,131,1,Sphaerophoria scripta,,Macho,Potentilla erecta,"9,07",,,
26/05/20,13:00,4,10,,2,Sphaerophoria scripta,,Macho,Potentilla erecta,"9,07",,,
26/05/20,13:00,4,10,,3,Sphaerophoria scripta,,Macho,Potentilla erecta,"9,07",,,
26/05/20,13:00,4,10,,4,Sphaerophoria scripta,,Macho,Potentilla erecta,"9,07",,,
26/05/20,13:00,4,10,,5,Sphaerophoria scripta,,Macho,Potentilla erecta,"8,07",,,
26/05/20,13:00,4,10,,6,Sphaerophoria scripta,,Macho,Potentilla erecta,"8,07",,,
26/05/20,13:00,4,10,,7,Sphaerophoria scripta,,Macho,Potentilla erecta,"8,07",,,
26/05/20,13:00,4,10,,8,Sphaerophoria scripta,,Macho,Potentilla erecta,"8,07",,,
26/05/20,13:00,4,10,,9,Sphaerophoria scripta,,Macho,Potentilla erecta,"8,07",,,
26/05/20,13:05,4,11,132,1,Sphaerophoria scripta,,Macho,Potentilla erecta,"6,19",,,
26/05/20,13:05,4,11,,2,Sphaerophoria scripta,,Macho,Potentilla erecta,"5,20",,,
26/05/20,13:15,4,12,133,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"22,12",,,
26/05/20,13:15,4,12,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"22,11",,,
26/05/20,13:18,4,13,134,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"21,09",,,
26/05/20,13:18,4,13,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"21,09",,,
26/05/20,13:21,4,14,135,1,Sphaerophoria scripta,,Macho,Potentilla erecta,"21,09",,,
26/05/20,13:21,4,14,,2,Sphaerophoria scripta,,Macho,Potentilla erecta,"21,09",,,
26/05/20,13:21,4,14,,3,Sphaerophoria scripta,,Macho,Potentilla erecta,"21,09",,,
26/05/20,13:21,4,14,,4,Sphaerophoria scripta,,Macho,Potentilla erecta,"22,09",,,
26/05/20,13:21,4,14,,5,Sphaerophoria scripta,,Macho,Potentilla erecta,"22,09",,,
26/05/20,13:21,4,14,,6,Sphaerophoria scripta,,Macho,Potentilla erecta,"22,09",,,
26/05/20,13:21,4,14,,7,Sphaerophoria scripta,,Macho,Potentilla erecta,"22,09",,,
26/05/20,13:21,4,14,,8,Sphaerophoria scripta,,Macho,Potentilla erecta,"22,10",,,
26/05/20,13:35,4,15,136,1,Sphaerophoria scripta,,Macho,Potentilla erecta,"10,05",,,
26/05/20,13:35,4,15,,2,Sphaerophoria scripta,,Macho,Potentilla erecta,"10,05",,,
26/05/20,13:35,4,15,,3,Sphaerophoria scripta,,Macho,Potentilla erecta,"10,05",,,
26/05/20,13:35,4,15,,4,Sphaerophoria scripta,,Macho,Potentilla erecta,"10,05",,,
26/05/20,13:35,4,15,,5,Sphaerophoria scripta,,Macho,Potentilla erecta,"10,05",,,
26/05/20,13:45,4,16,137,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"9,01",,,
26/05/20,13:45,4,16,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"9,01",,,
26/05/20,13:45,4,16,,3,Sphaerophoria scripta,,Hembra,Veronica officinalis,"9,01",,,
26/05/20,13:45,4,16,,4,Sphaerophoria scripta,,Hembra,Veronica officinalis,"9,01",,,
26/05/20,13:55,4,17,138,1,Sphaerophoria scripta,,Macho,Veronica officinalis,"9,01",,,
26/05/20,13:55,4,17,,2,Sphaerophoria scripta,,Macho,Polygala vulgaris,"9,01",,,
26/05/20,13:55,4,17,,3,Sphaerophoria scripta,,Macho,Veronica officinalis,"9,01",,,
26/05/20,13:56,4,18,139,1,Sphaerophoria scripta,,Macho,Potentilla erecta,"9,00",,,
26/05/20,13:56,4,18,,2,Sphaerophoria scripta,,Macho,Potentilla erecta,"9,00",,,
26/05/20,13:56,4,18,,3,Sphaerophoria scripta,,Macho,Potentilla erecta,"9,00",,,
26/05/20,13:56,4,18,,4,Sphaerophoria scripta,,Macho,Potentilla erecta,"9,00",,,
26/05/20,13:56,4,18,,5,Sphaerophoria scripta,,Macho,Potentilla erecta,"9,00",,,
26/05/20,14:03,4,19,140,1,S22,S22,,Veronica officinalis,"10,01",,,
26/05/20,14:03,4,19,,2,S22,S22,,Potentilla erecta,"9,01",,,
26/05/20,14:03,4,19,,3,S22,S22,,Potentilla erecta,"9,01",,,
26/05/20,14:03,4,19,,4,S22,S22,,Potentilla erecta,"9,01",,,
26/05/20,14:10,4,20,141,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"20,00",,,
26/05/20,14:10,4,20,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"20,00",,,
26/05/20,14:20,4,21,142,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"14,04",,,
26/05/20,14:20,4,21,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"14,04",,,
26/05/20,14:20,4,21,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"14,04",,,
26/05/20,14:20,4,21,,4,Sphaerophoria scripta,,Hembra,Potentilla erecta,"14,04",,,
26/05/20,14:20,4,21,,5,Sphaerophoria scripta,,Hembra,Potentilla erecta,"14,04",,,
26/05/20,14:20,4,21,,6,Sphaerophoria scripta,,Hembra,Potentilla erecta,"14,04",,,
26/05/20,14:20,4,21,,7,Sphaerophoria scripta,,Hembra,Potentilla erecta,"14,04",,,
26/05/20,14:25,4,22,143,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"14,07",,,
26/05/20,14:25,4,22,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"14,07",,,
26/05/20,14:25,4,22,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"13,07",,,
26/05/20,14:25,4,22,,4,Sphaerophoria scripta,,Hembra,Potentilla erecta,"13,07",,,
27/05/20,10:47,5,1,144,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"8,06",,,
27/05/20,10:47,5,1,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"8,06",,,
27/05/20,10:47,5,1,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"8,06",,,
27/05/20,10:47,5,1,,4,Sphaerophoria scripta,,Hembra,Potentilla erecta,"8,06",,,
27/05/20,10:47,5,1,,5,Sphaerophoria scripta,,Hembra,Potentilla erecta,"9,06",,,
27/05/20,10:47,5,1,,6,Sphaerophoria scripta,,Hembra,Potentilla erecta,"9,06",,,
27/05/20,10:48,5,2,145,1,?=S24,,,Potentilla erecta,"9,06",,,
27/05/20,10:48,5,2,,2,?=S24,,,Potentilla erecta,"9,06",,,
27/05/20,10:52,5,3,146,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"13,08",,,
27/05/20,10:52,5,3,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"13,08",,,
27/05/20,10:52,5,3,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"13,08",,,
27/05/20,10:52,5,3,,4,Sphaerophoria scripta,,Hembra,Potentilla erecta,"13,08",,,
27/05/20,10:52,5,3,,5,Sphaerophoria scripta,,Hembra,Potentilla erecta,"13,08",,,
27/05/20,11:03,5,4,147,1,Sphaerophoria scripta,,Macho,Scorzonera sp.,"21,21",,,
27/05/20,11:03,5,4,,2,Sphaerophoria scripta,,Macho,Scorzonera sp.,"21,21",,,
27/05/20,11:12,5,5,148,1,S23,S23,,Potentilla erecta,"20,20",,,
27/05/20,11:12,5,5,,2,S23,S23,,Potentilla erecta,"20,20",,,
27/05/20,11:12,5,5,,3,S23,S23,,Potentilla erecta,"20,20",,,
27/05/20,11:12,5,5,,4,S23,S23,,Potentilla erecta,"20,20",,,
27/05/20,11:12,5,5,,5,S23,S23,,Potentilla erecta,"19,20",,,
27/05/20,12:09,5,6,149,1,Sphaerophoria scripta,,Macho,Potentilla erecta,"14,01",,,
27/05/20,12:09,5,6,,2,Sphaerophoria scripta,,Macho,Potentilla erecta,"15,00",,,
27/05/20,12:09,5,6,,3,Sphaerophoria scripta,,Macho,Potentilla erecta,"14,00",,,
27/05/20,12:12,5,7,150,1,?=S23,,,Potentilla erecta,"12,05",,,
27/05/20,12:12,5,7,,2,?=S23,,,Potentilla erecta,"12,06",,,
27/05/20,12:18,5,8,151,1,?=S23,,,Daboecia cantabrica,"22,19",,,
27/05/20,12:18,5,8,,2,?=S23,,,Daboecia cantabrica,"22,19",,,
27/05/20,12:18,5,8,,3,?=S23,,,Daboecia cantabrica,"22,19",,,
27/05/20,12:23,5,9,152,1,?=S23,,,Potentilla erecta,"11,13",,,
27/05/20,12:23,5,9,,2,?=S23,,,Potentilla erecta,"11,13",,,
27/05/20,12:23,5,9,,3,?=S23,,,Potentilla erecta,"11,12",,,
27/05/20,12:34,5,10,153,1,?=S23,,,Potentilla erecta,"5,07",,,
27/05/20,12:34,5,10,,2,?=S23,,,Potentilla erecta,"3,07",,,
27/05/20,12:38,5,11,154,1,Pieris sp.,,,Scorzonera sp.,"7,22",,,
27/05/20,12:38,5,11,,2,Pieris sp.,,,Scorzonera sp.,"5,21",,,
27/05/20,12:38,5,11,,3,Pieris sp.,,,Scorzonera sp.,"5,21",,,
27/05/20,12:38,5,11,,4,Pieris sp.,,,Scorzonera sp.,"5,21",,,
27/05/20,12:38,5,11,,5,Pieris sp.,,,Scorzonera sp.,"5,21",,,
27/05/20,12:42,5,12,155,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"13,01",,,
27/05/20,12:42,5,12,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"13,01",,,
27/05/20,12:42,5,12,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"13,01",,,
27/05/20,12:42,5,12,,4,Sphaerophoria scripta,,Hembra,Potentilla erecta,"12,05",,,
27/05/20,12:43,5,13,156,1,S24,S24,,Potentilla erecta,"4,10",,,
27/05/20,12:43,5,13,,2,S24,S24,,Potentilla erecta,"4,10",,,
27/05/20,12:43,5,13,,3,S24,S24,,Potentilla erecta,"4,10",,,
27/05/20,13:06,5,14,157,1,Sphaerophoria scripta,,Macho,Potentilla erecta,"1,18",,,
27/05/20,13:06,5,14,,2,Sphaerophoria scripta,,Macho,Potentilla erecta,"1,18",,,
27/05/20,13:06,5,14,,3,Sphaerophoria scripta,,Macho,Potentilla erecta,"1,18",,,
27/05/20,13:06,5,14,,4,Sphaerophoria scripta,,Macho,Potentilla erecta,"1,18",,,
27/05/20,13:06,5,14,,5,Sphaerophoria scripta,,Macho,Potentilla erecta,"1,18",,,
27/05/20,13:16,5,15,158,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"7,19",,,
27/05/20,13:16,5,15,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"7,19",,,
27/05/20,13:16,5,15,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"7,19",,,
27/05/20,13:17,5,16,159,1,Pieris sp.,,,Scorzonera sp.,"18,08",,,
27/05/20,13:17,5,16,,2,Pieris sp.,,,Scorzonera sp.,"18,05",,,
27/05/20,13:40,5,17,160,1,Sphaerophoria scripta,,Macho,Potentilla erecta,"5,11",,,
27/05/20,13:40,5,17,,2,Sphaerophoria scripta,,Macho,Potentilla erecta,"4,11",,,
27/05/20,13:40,5,17,,3,Sphaerophoria scripta,,Macho,Potentilla erecta,"4,11",,,
27/05/20,13:47,5,18,161,1,?=130,,,Potentilla erecta,"3,14",,,
27/05/20,13:47,5,18,,2,?=130,,,Potentilla erecta,"3,15",,,
27/05/20,13:47,5,18,,3,?=130,,,Potentilla erecta,"3,14",,,
27/05/20,13:47,5,18,,4,?=130,,,Potentilla erecta,"3,14",,,
27/05/20,13:47,5,18,,5,?=130,,,Potentilla erecta,"3,14",,,
27/05/20,13:47,5,18,,6,?=130,,,Potentilla erecta,"3,14",,,
27/05/20,13:47,5,18,,7,?=130,,,Potentilla erecta,"3,15",,,
27/05/20,13:50,5,19,162,1,?=130,,,Potentilla erecta,"3,14",,,
27/05/20,13:50,5,19,,2,?=130,,,Potentilla erecta,"3,14",,,
27/05/20,13:50,5,19,,3,?=130,,,Potentilla erecta,"4,15",,,
27/05/20,13:50,5,19,,4,?=130,,,Potentilla erecta,"3,10",,,
27/05/20,13:50,5,19,,5,?=130,,,Potentilla erecta,"4,15",,,
27/05/20,13:50,5,19,,6,?=130,,,Potentilla erecta,"4,15",,,
27/05/20,13:50,5,19,,7,?=130,,,Potentilla erecta,"5,15",,,
27/05/20,13:50,5,19,,8,?=130,,,Potentilla erecta,"5,15",,,
27/05/20,14:05,5,20,163,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"4,11",,,
27/05/20,14:05,5,20,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"4,11",,,
27/05/20,14:05,5,20,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"3,11",,,
27/05/20,14:08,5,21,164,1,?=130,,,Potentilla erecta,"6,15",,,
27/05/20,14:08,5,21,,2,?=130,,,Potentilla erecta,"6,17",,,
27/05/20,14:08,5,21,,3,?=130,,,Potentilla erecta,"6,18",,,
27/05/20,16:09,5,22,165,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"4,18",,,
27/05/20,16:09,5,22,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"6,18",,,
27/05/20,16:09,5,22,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"7,18",,,
27/05/20,16:09,5,22,,4,Sphaerophoria scripta,,Hembra,Potentilla erecta,"7,18",,,
27/05/20,16:09,5,22,,5,Sphaerophoria scripta,,Hembra,Potentilla erecta,"9,18",,,
27/05/20,16:09,5,22,,6,Sphaerophoria scripta,,Hembra,Potentilla erecta,"8,19",,,
27/05/20,16:20,5,23,166,1,Sphaerophoria scripta,,Macho,Potentilla erecta,"19,09",,,
27/05/20,16:20,5,23,,2,Sphaerophoria scripta,,Macho,Potentilla erecta,"19,09",,,
27/05/20,16:20,5,23,,3,Sphaerophoria scripta,,Macho,Potentilla erecta,"21,11",,,
27/05/20,16:26,5,24,167,1,?=132,,,Potentilla erecta,"5,07",,,
27/05/20,16:26,5,24,,2,?=132,,,Potentilla erecta,"5,06",,,
27/05/20,16:26,5,24,,3,?=132,,,Potentilla erecta,"3,07",,,
27/05/20,16:33,5,25,168,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"1,17",,,
27/05/20,16:33,5,25,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"1,17",,,
27/05/20,16:55,5,26,169,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"4,10",,,
27/05/20,16:55,5,26,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"4,10",,,
27/05/20,16:55,5,26,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"4,10",,,
27/05/20,17:00,5,27,170,1,Sphaerophoria scripta,,Hembra,Potentilla erecta,"1,10",,,
27/05/20,17:00,5,27,,2,Sphaerophoria scripta,,Hembra,Potentilla erecta,"1,10",,,
27/05/20,17:00,5,27,,3,Sphaerophoria scripta,,Hembra,Potentilla erecta,"1,10",,,
27/05/20,17:04,5,28,171,1,Sphaerophoria scripta,,Macho,Potentilla erecta,"5,13",,,
27/05/20,17:04,5,28,,2,Sphaerophoria scripta,,Macho,Potentilla erecta,"5,12",,,
27/05/20,17:04,5,28,,3,Sphaerophoria scripta,,Macho,Potentilla erecta,"5,11",,,
27/05/20,17:04,5,28,,4,Sphaerophoria scripta,,Macho,Potentilla erecta,"5,11",,,
27/05/20,17:04,5,28,,5,Sphaerophoria scripta,,Macho,Potentilla erecta,"4,11",,,
27/05/20,17:04,5,28,,6,Sphaerophoria scripta,,Macho,Potentilla erecta,"4,11",,,
27/05/20,17:04,5,28,,7,Sphaerophoria scripta,,Macho,Potentilla erecta,"3,11",,,
27/05/20,17:04,5,28,,8,Sphaerophoria scripta,,Macho,Potentilla erecta,"3,11",,,
27/05/20,17:06,5,29,172,1,?=132,,,Potentilla erecta,"5,13",,,
27/05/20,17:06,5,29,,2,?=132,,,Potentilla erecta,"4,12",,,
27/05/20,17:15,5,30,173,1,S25,S25,,Erica tetralix,"18,15",,,
27/05/20,17:15,5,30,,2,S25,S25,,Erica tetralix,"18,16",,,
27/05/20,17:15,5,30,,3,S25,S25,,Erica tetralix,"19,15",,,
27/05/20,17:15,5,30,,4,S25,S25,,Erica tetralix,"18,13",,,
27/05/20,17:15,5,30,,5,S25,S25,,Erica tetralix,"21,04",,,
27/05/20,17:20,5,31,174,1,?=S23,,,Potentilla erecta,"18,12",,,
27/05/20,17:20,5,31,,2,?=S23,,,Potentilla erecta,"18,12",,,
28/05/20,12:49,3,1,175,1,?=136,,,Ranunculus sp.,"1,20",,,
28/05/20,12:49,3,1,,2,?=136,,,Ranunculus sp.,"1,20",,,
28/05/20,12:49,3,1,,3,?=136,,,Ranunculus sp.,"1,20",,,
28/05/20,12:49,3,1,,4,?=136,,,Ranunculus sp.,"1,20",,,
28/05/20,12:49,3,1,,5,?=136,,,Ranunculus sp.,"1,21",,,
28/05/20,12:49,3,1,,6,?=136,,,Ranunculus sp.,"1,22",,,
28/05/20,12:52,3,2,176,1,S26,S26,,Lotus corniculatus,"1,22",,,
28/05/20,12:52,3,2,,2,S26,S26,,Lotus corniculatus,"1,22",,,
28/05/20,12:52,3,2,,3,S26,S26,,Lotus corniculatus,"1,22",,,
28/05/20,12:52,3,2,,4,S26,S26,,Lotus corniculatus,"1,22",,,
28/05/20,12:52,3,2,,5,S26,S26,,Lotus corniculatus,"1,23",,,
28/05/20,13:20,3,3,177,1,?=S26,,,Lotus corniculatus,"16,24",,,
28/05/20,13:20,3,3,,2,?=S26,,,Lotus corniculatus,"16,24",,,
28/05/20,13:20,3,3,,3,?=S26,,,Lotus corniculatus,"18,23",,,
28/05/20,13:20,3,3,,4,?=S26,,,Lotus corniculatus,"18,23",,,
28/05/20,13:22,3,4,178,1,?=S26,,,Lotus corniculatus,"22,17",,,
28/05/20,13:22,3,4,178,2,?=S26,,,Lotus corniculatus,"22,17",,,
28/05/20,13:26,3,5,179,1,S27,S27,,Potentilla erecta,"7,13",,,
28/05/20,13:26,3,5,179,2,S27,S27,,Potentilla erecta,"7,13",,,
28/05/20,13:26,3,5,179,3,S27,S27,,Potentilla erecta,"8,13",,,
28/05/20,13:26,3,5,179,4,S27,S27,,Potentilla erecta,"8,14",,,
28/05/20,13:26,3,5,179,5,S27,S27,,Potentilla erecta,"9,14",,,
28/05/20,13:53,3,6,180,1,S28,S28,,Ranunculus sp.,"15,50",,,
28/05/20,13:53,3,6,180,2,S28,S28,,Ranunculus sp.,"14,50",,,
28/05/20,13:53,3,6,180,3,S28,S28,,Potentilla montana,"15,70",,,
28/05/20,13:53,3,6,180,4,S28,S28,,Potentilla montana,"15,70",,,
28/05/20,13:55,3,7,181,1,?=S27,,,Lotus corniculatus,"16,07",,,
28/05/20,13:55,3,7,181,2,?=S27,,,Lotus corniculatus,"16,07",,,
28/05/20,13:55,3,7,181,3,?=S27,,,Thymus sp.,"15,08",,,
28/05/20,13:55,3,7,181,4,?=S27,,,Lotus corniculatus,"14,08",,,
28/05/20,14:08,3,8,182,1,?=S26,,,Lotus corniculatus,"3,12",,,
28/05/20,14:08,3,8,182,2,?=S26,,,Lotus corniculatus,"3,12",,,
28/05/20,14:08,3,8,182,3,?=S26,,,Lotus corniculatus,"3,12",,,
28/05/20,14:10,3,9,183,1,?=S28,,,Potentilla erecta,"5,13",,,
28/05/20,14:10,3,9,183,2,?=S28,,,Potentilla erecta,"5,14",,,
28/05/20,14:10,3,9,183,3,?=S28,,,Potentilla erecta,"5,14",,,
28/05/20,14:14,3,10,184,1,?=S26,,,Potentilla erecta,"22,08",,,
28/05/20,14:14,3,10,184,2,?=S26,,,Potentilla erecta,"24,09",,,
28/05/20,14:15,3,11,185,1,?=S30,,,Lotus corniculatus,"18,05",,,
28/05/20,14:15,3,11,185,2,?=S30,,,Lotus corniculatus,"18,05",,,
28/05/20,14:15,3,11,185,3,?=S30,,,Lotus corniculatus,"18,02",,,
28/05/20,14:15,3,11,185,4,?=S30,,,Thymus sp.,"18,02",,,
28/05/20,14:15,3,11,185,5,?=S30,,,Thymus sp.,"18,02",,,
28/05/20,14:17,3,12,186,1,?=S30,,,Lotus corniculatus,"18,02",,,
28/05/20,14:17,3,12,,2,?=S30,,,Lotus corniculatus,"16,03",,,
28/05/20,14:17,3,12,,3,?=S30,,,Lotus corniculatus,"17,04",,,
28/05/20,14:17,3,12,,4,?=S30,,,Lotus corniculatus,"17,04",,,
28/05/20,14:17,3,12,,5,?=S30,,,Lotus corniculatus,"17,04",,,
28/05/20,14:17,3,12,,6,?=S30,,,Lotus corniculatus,"17,04",,,
28/05/20,14:21,3,13,187,1,?=S28,,,Potentilla erecta,"24,19",,,
